,Date,tmax,tmin,Year,DOY,tmin_corn,tmax_corn,tmin_soy,tmax_soy,tavg_corn,tavg_soy,gdd_corn,gdd_soy
32,2002-02-01 ,-5.388888888888889,-14.770000000000001,2002,32,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
33,2002-02-02 ,1.2361111111111118,-14.649999999999999,2002,33,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
34,2002-02-03 ,-2.105000000000001,-12.899999999999999,2002,34,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
35,2002-02-04 ,-10.04,-20.209999999999997,2002,35,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
36,2002-02-05 ,-0.4627777777777769,-13.95,2002,36,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
37,2002-02-06 ,0.002777777777779199,-13.96,2002,37,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
38,2002-02-07 ,2.267222222222224,-7.4799999999999995,2002,38,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
39,2002-02-08 ,3.9477777777777785,-5.871111111111111,2002,39,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
40,2002-02-09 ,3.342222222222221,0.9911111111111105,2002,40,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
41,2002-02-10 ,0.5072222222222204,-6.305000000000001,2002,41,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
42,2002-02-11 ,4.202777777777777,-7.789999999999998,2002,42,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
43,2002-02-12 ,2.5599999999999983,-4.05,2002,43,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
44,2002-02-13 ,6.4127777777777775,-7.150000000000001,2002,44,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
45,2002-02-14 ,8.470000000000002,-0.048888888888889426,2002,45,8.0,8.470000000000002,10.0,10.0,8.235000000000001,10.0,0.2350000000000012,0.0
46,2002-02-15 ,7.17,0.38111111111111107,2002,46,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
47,2002-02-16 ,7.869999999999998,-0.032222222222222124,2002,47,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
48,2002-02-17 ,9.139999999999999,-2.7588888888888894,2002,48,8.0,9.139999999999999,10.0,10.0,8.57,10.0,0.5700000000000003,0.0
49,2002-02-18 ,12.520000000000001,0.49277777777777804,2002,49,8.0,12.520000000000001,10.0,12.520000000000001,10.260000000000002,11.260000000000002,2.2600000000000016,1.2600000000000016
50,2002-02-19 ,9.82,3.343888888888888,2002,50,8.0,9.82,10.0,10.0,8.91,10.0,0.9100000000000001,0.0
51,2002-02-20 ,3.108888888888887,-0.237222222222222,2002,51,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
52,2002-02-21 ,4.439999999999999,-2.85611111111111,2002,52,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
53,2002-02-22 ,5.717222222222221,-7.059999999999999,2002,53,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
54,2002-02-23 ,16.5,1.5788888888888881,2002,54,8.0,16.5,10.0,16.5,12.25,13.25,4.25,3.25
55,2002-02-24 ,13.880000000000003,-2.0588888888888888,2002,55,8.0,13.880000000000003,10.0,13.880000000000003,10.940000000000001,11.940000000000001,2.9400000000000013,1.9400000000000013
56,2002-02-25 ,-2.2911111111111104,-10.520000000000001,2002,56,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
57,2002-02-26 ,-7.190000000000001,-12.850000000000001,2002,57,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
58,2002-02-27 ,-2.2322222222222226,-14.520000000000001,2002,58,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
59,2002-02-28 ,2.1161111111111097,-6.34611111111111,2002,59,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
60,2002-03-01 ,-6.967222222222222,-11.82,2002,60,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
61,2002-03-02 ,-8.67,-13.55,2002,61,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
62,2002-03-03 ,-14.32,-22.18,2002,62,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
63,2002-03-04 ,0.9761111111111099,-22.18,2002,63,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
64,2002-03-05 ,10.84,-9.49,2002,64,8.0,10.84,10.0,10.84,9.42,10.42,1.42,0.41999999999999993
65,2002-03-06 ,1.5411111111111115,-5.062777777777778,2002,65,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
66,2002-03-07 ,2.8699999999999983,-4.073888888888888,2002,66,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
67,2002-03-08 ,5.395,0.33611111111110936,2002,67,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
68,2002-03-09 ,0.3922222222222239,-10.08,2002,68,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
69,2002-03-10 ,-2.1288888888888895,-13.96,2002,69,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
70,2002-03-11 ,7.069999999999999,-2.684999999999999,2002,70,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
71,2002-03-12 ,12.779999999999998,-5.695000000000001,2002,71,8.0,12.779999999999998,10.0,12.779999999999998,10.389999999999999,11.389999999999999,2.389999999999999,1.3899999999999988
72,2002-03-13 ,7.069999999999999,-0.1200000000000006,2002,72,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
73,2002-03-14 ,11.33,0.3311111111111092,2002,73,8.0,11.33,10.0,11.33,9.665,10.665,1.6649999999999991,0.6649999999999991
74,2002-03-15 ,2.0449999999999986,-3.1722222222222225,2002,74,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
75,2002-03-16 ,8.047222222222222,-4.123888888888889,2002,75,8.0,8.047222222222222,10.0,10.0,8.023611111111112,10.0,0.023611111111112137,0.0
76,2002-03-17 ,3.7988888888888894,-0.8561111111111113,2002,76,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
77,2002-03-18 ,8.908888888888889,-4.014444444444444,2002,77,8.0,8.908888888888889,10.0,10.0,8.454444444444444,10.0,0.45444444444444443,0.0
78,2002-03-19 ,4.568888888888887,1.5905555555555553,2002,78,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
79,2002-03-20 ,10.76,-3.07388888888889,2002,79,8.0,10.76,10.0,10.76,9.379999999999999,10.379999999999999,1.379999999999999,0.379999999999999
80,2002-03-21 ,-4.128888888888889,-11.29,2002,80,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
81,2002-03-22 ,2.8711111111111105,-11.75,2002,81,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
82,2002-03-23 ,8.079999999999998,-5.432777777777777,2002,82,8.0,8.079999999999998,10.0,10.0,8.04,10.0,0.03999999999999915,0.0
83,2002-03-24 ,2.522777777777776,-1.5800000000000007,2002,83,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
84,2002-03-25 ,2.6722222222222234,-6.02888888888889,2002,84,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
85,2002-03-26 ,6.233888888888887,-9.059999999999999,2002,85,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
86,2002-03-27 ,10.689999999999998,-3.1738888888888894,2002,86,8.0,10.689999999999998,10.0,10.689999999999998,9.344999999999999,10.344999999999999,1.3449999999999989,0.34499999999999886
87,2002-03-28 ,14.700000000000001,4.088888888888889,2002,87,8.0,14.700000000000001,10.0,14.700000000000001,11.350000000000001,12.350000000000001,3.3500000000000014,2.3500000000000014
88,2002-03-29 ,14.41,4.242222222222224,2002,88,8.0,14.41,10.0,14.41,11.205,12.205,3.205,2.205
89,2002-03-30 ,8.75,0.08777777777777847,2002,89,8.0,8.75,10.0,10.0,8.375,10.0,0.375,0.0
90,2002-03-31 ,8.619999999999997,-1.4800000000000009,2002,90,8.0,8.619999999999997,10.0,10.0,8.309999999999999,10.0,0.3099999999999987,0.0
91,2002-04-01 ,9.25,-3.049999999999999,2002,91,8.0,9.25,10.0,10.0,8.625,10.0,0.625,0.0
92,2002-04-02 ,2.6500000000000017,-3.9877777777777776,2002,92,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
93,2002-04-03 ,0.3527777777777767,-7.1000000000000005,2002,93,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
94,2002-04-04 ,6.722777777777777,-7.67,2002,94,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
95,2002-04-05 ,11.400000000000002,-6.48,2002,95,8.0,11.400000000000002,10.0,11.400000000000002,9.700000000000001,10.700000000000001,1.700000000000001,0.7000000000000011
96,2002-04-06 ,13.699999999999998,-4.151111111111112,2002,96,8.0,13.699999999999998,10.0,13.699999999999998,10.849999999999998,11.849999999999998,2.849999999999998,1.8499999999999979
97,2002-04-07 ,10.970000000000002,6.743888888888891,2002,97,8.0,10.970000000000002,10.0,10.970000000000002,9.485000000000001,10.485000000000001,1.4850000000000012,0.4850000000000012
98,2002-04-08 ,10.440000000000001,6.526111111111111,2002,98,8.0,10.440000000000001,10.0,10.440000000000001,9.22,10.22,1.2200000000000006,0.22000000000000064
99,2002-04-09 ,15.0,-1.2938888888888893,2002,99,8.0,15.0,10.0,15.0,11.5,12.5,3.5,2.5
100,2002-04-10 ,23.970000000000002,4.9300000000000015,2002,100,8.0,23.970000000000002,10.0,23.970000000000002,15.985000000000001,16.985,7.985000000000001,6.984999999999999
101,2002-04-11 ,17.48,7.799999999999999,2002,101,8.0,17.48,10.0,17.48,12.74,13.74,4.74,3.74
102,2002-04-12 ,14.119999999999997,4.9161111111111095,2002,102,8.0,14.119999999999997,10.0,14.119999999999997,11.059999999999999,12.059999999999999,3.0599999999999987,2.0599999999999987
103,2002-04-13 ,16.419999999999998,1.0411111111111124,2002,103,8.0,16.419999999999998,10.0,16.419999999999998,12.209999999999999,13.209999999999999,4.209999999999999,3.209999999999999
104,2002-04-14 ,24.919999999999998,7.459999999999998,2002,104,8.0,24.919999999999998,10.0,24.919999999999998,16.46,17.46,8.46,7.460000000000001
105,2002-04-15 ,31.159999999999993,13.15,2002,105,13.15,30.0,13.15,25.0,21.575,19.075,13.575,9.075
106,2002-04-16 ,28.200000000000003,18.560000000000002,2002,106,18.560000000000002,28.200000000000003,18.560000000000002,25.0,23.380000000000003,21.78,15.380000000000003,11.780000000000001
107,2002-04-17 ,24.119999999999997,11.17,2002,107,11.17,24.119999999999997,11.17,24.119999999999997,17.645,17.645,9.645,7.645
108,2002-04-18 ,30.16,17.9,2002,108,17.9,30.0,17.9,25.0,23.95,21.45,15.95,11.45
109,2002-04-19 ,14.290000000000001,5.809999999999999,2002,109,8.0,14.290000000000001,10.0,14.290000000000001,11.145,12.145,3.1449999999999996,2.1449999999999996
110,2002-04-20 ,11.66,5.506111111111112,2002,110,8.0,11.66,10.0,11.66,9.83,10.83,1.83,0.8300000000000001
111,2002-04-21 ,5.426111111111113,1.72888888888889,2002,111,8.0,8.0,10.0,10.0,8.0,10.0,0.0,0.0
112,2002-04-22 ,11.350000000000001,1.1077777777777778,2002,112,8.0,11.350000000000001,10.0,11.350000000000001,9.675,10.675,1.6750000000000007,0.6750000000000007
113,2002-04-23 ,22.370000000000005,5.423888888888888,2002,113,8.0,22.370000000000005,10.0,22.370000000000005,15.185000000000002,16.185000000000002,7.185000000000002,6.185000000000002
114,2002-04-24 ,15.770000000000001,5.745000000000001,2002,114,8.0,15.770000000000001,10.0,15.770000000000001,11.885000000000002,12.885000000000002,3.8850000000000016,2.8850000000000016
115,2002-04-25 ,11.99,1.52388888888889,2002,115,8.0,11.99,10.0,11.99,9.995000000000001,10.995000000000001,1.995000000000001,0.995000000000001
116,2002-04-26 ,12.58,1.2349999999999994,2002,116,8.0,12.58,10.0,12.58,10.29,11.29,2.289999999999999,1.2899999999999991
117,2002-04-27 ,12.130000000000003,5.591111111111111,2002,117,8.0,12.130000000000003,10.0,12.130000000000003,10.065000000000001,11.065000000000001,2.0650000000000013,1.0650000000000013
118,2002-04-28 ,8.860000000000001,2.4322222222222223,2002,118,8.0,8.860000000000001,10.0,10.0,8.43,10.0,0.4299999999999997,0.0
119,2002-04-29 ,19.030000000000005,2.0950000000000006,2002,119,8.0,19.030000000000005,10.0,19.030000000000005,13.515000000000002,14.515000000000002,5.515000000000002,4.515000000000002
120,2002-04-30 ,13.68,7.989999999999999,2002,120,8.0,13.68,10.0,13.68,10.84,11.84,2.84,1.8399999999999999
121,2002-05-01 ,13.800000000000002,4.352222222222224,2002,121,8.0,13.800000000000002,10.0,13.800000000000002,10.900000000000002,11.900000000000002,2.900000000000002,1.9000000000000021
122,2002-05-02 ,13.95,1.2738888888888884,2002,122,8.0,13.95,10.0,13.95,10.975,11.975,2.9749999999999996,1.9749999999999996
123,2002-05-03 ,19.18,3.427777777777779,2002,123,8.0,19.18,10.0,19.18,13.59,14.59,5.59,4.59
124,2002-05-04 ,19.43,5.641111111111113,2002,124,8.0,19.43,10.0,19.43,13.715,14.715,5.715,4.715
125,2002-05-05 ,27.11,7.200000000000001,2002,125,8.0,27.11,10.0,25.0,17.555,17.5,9.555,7.5
126,2002-05-06 ,26.92,15.059999999999999,2002,126,15.059999999999999,26.92,15.059999999999999,25.0,20.990000000000002,20.03,12.990000000000002,10.030000000000001
127,2002-05-07 ,22.08,8.95,2002,127,8.95,22.08,10.0,22.08,15.514999999999999,16.04,7.514999999999999,6.039999999999999
128,2002-05-08 ,27.17,10.51,2002,128,10.51,27.17,10.51,25.0,18.84,17.755,10.84,7.754999999999999
129,2002-05-09 ,13.32,5.232222222222222,2002,129,8.0,13.32,10.0,13.32,10.66,11.66,2.66,1.6600000000000001
130,2002-05-10 ,18.73,2.1361111111111106,2002,130,8.0,18.73,10.0,18.73,13.365,14.365,5.365,4.365
131,2002-05-11 ,14.71,8.389999999999999,2002,131,8.389999999999999,14.71,10.0,14.71,11.55,12.355,3.5500000000000007,2.3550000000000004
132,2002-05-12 ,9.35,7.020000000000001,2002,132,8.0,9.35,10.0,10.0,8.675,10.0,0.6750000000000007,0.0
133,2002-05-13 ,19.440000000000005,4.3950000000000005,2002,133,8.0,19.440000000000005,10.0,19.440000000000005,13.720000000000002,14.720000000000002,5.720000000000002,4.720000000000002
134,2002-05-14 ,20.42,6.037222222222221,2002,134,8.0,20.42,10.0,20.42,14.21,15.21,6.210000000000001,5.210000000000001
135,2002-05-15 ,22.239999999999995,11.87,2002,135,11.87,22.239999999999995,11.87,22.239999999999995,17.054999999999996,17.054999999999996,9.054999999999996,7.054999999999996
136,2002-05-16 ,17.740000000000002,11.05,2002,136,11.05,17.740000000000002,11.05,17.740000000000002,14.395000000000001,14.395000000000001,6.395000000000001,4.395000000000001
137,2002-05-17 ,14.720000000000002,7.049999999999999,2002,137,8.0,14.720000000000002,10.0,14.720000000000002,11.360000000000001,12.360000000000001,3.360000000000001,2.360000000000001
138,2002-05-18 ,15.469999999999999,3.80111111111111,2002,138,8.0,15.469999999999999,10.0,15.469999999999999,11.735,12.735,3.7349999999999994,2.7349999999999994
139,2002-05-19 ,16.77,4.061111111111113,2002,139,8.0,16.77,10.0,16.77,12.385,13.385,4.385,3.385
140,2002-05-20 ,15.240000000000002,3.666111111111109,2002,140,8.0,15.240000000000002,10.0,15.240000000000002,11.620000000000001,12.620000000000001,3.620000000000001,2.620000000000001
141,2002-05-21 ,17.220000000000002,3.4027777777777777,2002,141,8.0,17.220000000000002,10.0,17.220000000000002,12.610000000000001,13.610000000000001,4.610000000000001,3.610000000000001
142,2002-05-22 ,23.119999999999997,8.68,2002,142,8.68,23.119999999999997,10.0,23.119999999999997,15.899999999999999,16.56,7.899999999999999,6.559999999999999
143,2002-05-23 ,20.989999999999995,13.780000000000001,2002,143,13.780000000000001,20.989999999999995,13.780000000000001,20.989999999999995,17.384999999999998,17.384999999999998,9.384999999999998,7.384999999999998
144,2002-05-24 ,17.780000000000005,5.186111111111112,2002,144,8.0,17.780000000000005,10.0,17.780000000000005,12.890000000000002,13.890000000000002,4.890000000000002,3.8900000000000023
145,2002-05-25 ,18.640000000000004,8.399999999999999,2002,145,8.399999999999999,18.640000000000004,10.0,18.640000000000004,13.520000000000001,14.320000000000002,5.520000000000001,4.320000000000002
146,2002-05-26 ,24.77,11.280000000000001,2002,146,11.280000000000001,24.77,11.280000000000001,24.77,18.025,18.025,10.024999999999999,8.024999999999999
147,2002-05-27 ,25.599999999999998,13.709999999999999,2002,147,13.709999999999999,25.599999999999998,13.709999999999999,25.0,19.654999999999998,19.355,11.654999999999998,9.355
148,2002-05-28 ,27.34,16.0,2002,148,16.0,27.34,16.0,25.0,21.67,20.5,13.670000000000002,10.5
149,2002-05-29 ,26.69,18.259999999999998,2002,149,18.259999999999998,26.69,18.259999999999998,25.0,22.475,21.63,14.475000000000001,11.629999999999999
150,2002-05-30 ,32.35,17.459999999999997,2002,150,17.459999999999997,30.0,17.459999999999997,25.0,23.729999999999997,21.229999999999997,15.729999999999997,11.229999999999997
151,2002-05-31 ,30.220000000000002,16.67,2002,151,16.67,30.0,16.67,25.0,23.335,20.835,15.335,10.835
152,2002-06-01 ,32.800000000000004,19.240000000000002,2002,152,19.240000000000002,30.0,19.240000000000002,25.0,24.62,22.12,16.62,12.120000000000001
153,2002-06-02 ,24.59,15.940000000000001,2002,153,15.940000000000001,24.59,15.940000000000001,24.59,20.265,20.265,12.265,10.265
154,2002-06-03 ,26.52,14.979999999999999,2002,154,14.979999999999999,26.52,14.979999999999999,25.0,20.75,19.99,12.75,9.989999999999998
155,2002-06-04 ,18.31,13.709999999999999,2002,155,13.709999999999999,18.31,13.709999999999999,18.31,16.009999999999998,16.009999999999998,8.009999999999998,6.009999999999998
156,2002-06-05 ,22.399999999999995,11.559999999999999,2002,156,11.559999999999999,22.399999999999995,11.559999999999999,22.399999999999995,16.979999999999997,16.979999999999997,8.979999999999997,6.979999999999997
157,2002-06-06 ,25.319999999999997,11.810000000000002,2002,157,11.810000000000002,25.319999999999997,11.810000000000002,25.0,18.564999999999998,18.405,10.564999999999998,8.405000000000001
158,2002-06-07 ,28.190000000000005,14.979999999999999,2002,158,14.979999999999999,28.190000000000005,14.979999999999999,25.0,21.585,19.99,13.585,9.989999999999998
159,2002-06-08 ,29.519999999999996,18.36,2002,159,18.36,29.519999999999996,18.36,25.0,23.939999999999998,21.68,15.939999999999998,11.68
160,2002-06-09 ,30.100000000000005,18.679999999999996,2002,160,18.679999999999996,30.0,18.679999999999996,25.0,24.339999999999996,21.839999999999996,16.339999999999996,11.839999999999996
161,2002-06-10 ,26.52,21.120000000000005,2002,161,21.120000000000005,26.52,21.120000000000005,25.0,23.82,23.060000000000002,15.82,13.060000000000002
162,2002-06-11 ,27.009999999999998,18.76,2002,162,18.76,27.009999999999998,18.76,25.0,22.884999999999998,21.880000000000003,14.884999999999998,11.880000000000003
163,2002-06-12 ,27.219999999999995,19.279999999999998,2002,163,19.279999999999998,27.219999999999995,19.279999999999998,25.0,23.249999999999996,22.14,15.249999999999996,12.14
164,2002-06-13 ,22.34,15.220000000000002,2002,164,15.220000000000002,22.34,15.220000000000002,22.34,18.78,18.78,10.780000000000001,8.780000000000001
165,2002-06-14 ,23.130000000000003,12.049999999999999,2002,165,12.049999999999999,23.130000000000003,12.049999999999999,23.130000000000003,17.59,17.59,9.59,7.59
166,2002-06-15 ,24.42,14.100000000000001,2002,166,14.100000000000001,24.42,14.100000000000001,24.42,19.26,19.26,11.260000000000002,9.260000000000002
167,2002-06-16 ,25.200000000000003,11.71,2002,167,11.71,25.200000000000003,11.71,25.0,18.455000000000002,18.355,10.455000000000002,8.355
168,2002-06-17 ,25.349999999999998,14.93,2002,168,14.93,25.349999999999998,14.93,25.0,20.14,19.965,12.14,9.965
169,2002-06-18 ,27.849999999999998,18.220000000000002,2002,169,18.220000000000002,27.849999999999998,18.220000000000002,25.0,23.035,21.61,15.035,11.61
170,2002-06-19 ,28.869999999999997,21.41,2002,170,21.41,28.869999999999997,21.41,25.0,25.14,23.205,17.14,13.204999999999998
171,2002-06-20 ,29.739999999999995,18.190000000000005,2002,171,18.190000000000005,29.739999999999995,18.190000000000005,25.0,23.965,21.595000000000002,15.965,11.595000000000002
172,2002-06-21 ,30.300000000000004,22.5,2002,172,22.5,30.0,22.5,25.0,26.25,23.75,18.25,13.75
173,2002-06-22 ,31.140000000000004,21.02,2002,173,21.02,30.0,21.02,25.0,25.509999999999998,23.009999999999998,17.509999999999998,13.009999999999998
174,2002-06-23 ,30.769999999999996,19.719999999999995,2002,174,19.719999999999995,30.0,19.719999999999995,25.0,24.86,22.36,16.86,12.36
175,2002-06-24 ,30.36,17.669999999999998,2002,175,17.669999999999998,30.0,17.669999999999998,25.0,23.835,21.335,15.835,11.335
176,2002-06-25 ,31.880000000000003,18.630000000000003,2002,176,18.630000000000003,30.0,18.630000000000003,25.0,24.315,21.815,16.315,11.815000000000001
177,2002-06-26 ,32.330000000000005,22.429999999999996,2002,177,22.429999999999996,30.0,22.429999999999996,25.0,26.214999999999996,23.714999999999996,18.214999999999996,13.714999999999996
178,2002-06-27 ,29.010000000000005,17.94,2002,178,17.94,29.010000000000005,17.94,25.0,23.475,21.47,15.475000000000001,11.469999999999999
179,2002-06-28 ,29.810000000000002,16.75,2002,179,16.75,29.810000000000002,16.75,25.0,23.28,20.875,15.280000000000001,10.875
180,2002-06-29 ,33.32,18.790000000000003,2002,180,18.790000000000003,30.0,18.790000000000003,25.0,24.395000000000003,21.895000000000003,16.395000000000003,11.895000000000003
181,2002-06-30 ,32.54,23.029999999999998,2002,181,23.029999999999998,30.0,23.029999999999998,25.0,26.515,24.015,18.515,14.015
182,2002-07-01 ,31.66,22.160000000000004,2002,182,22.160000000000004,30.0,22.160000000000004,25.0,26.080000000000002,23.580000000000002,18.080000000000002,13.580000000000002
183,2002-07-02 ,31.09,19.15,2002,183,19.15,30.0,19.15,25.0,24.575,22.075,16.575,12.075
184,2002-07-03 ,31.040000000000003,19.200000000000003,2002,184,19.200000000000003,30.0,19.200000000000003,25.0,24.6,22.1,16.6,12.100000000000001
185,2002-07-04 ,31.779999999999998,21.65,2002,185,21.65,30.0,21.65,25.0,25.825,23.325,17.825,13.325
186,2002-07-05 ,30.36,20.559999999999995,2002,186,20.559999999999995,30.0,20.559999999999995,25.0,25.279999999999998,22.779999999999998,17.279999999999998,12.779999999999998
187,2002-07-06 ,31.199999999999996,21.359999999999996,2002,187,21.359999999999996,30.0,21.359999999999996,25.0,25.68,23.18,17.68,13.18
188,2002-07-07 ,29.220000000000002,19.15,2002,188,19.15,29.220000000000002,19.15,25.0,24.185000000000002,22.075,16.185000000000002,12.075
189,2002-07-08 ,33.18,22.239999999999995,2002,189,22.239999999999995,30.0,22.239999999999995,25.0,26.119999999999997,23.619999999999997,18.119999999999997,13.619999999999997
190,2002-07-09 ,30.220000000000002,21.26,2002,190,21.26,30.0,21.26,25.0,25.630000000000003,23.130000000000003,17.630000000000003,13.130000000000003
191,2002-07-10 ,26.61,18.840000000000003,2002,191,18.840000000000003,26.61,18.840000000000003,25.0,22.725,21.92,14.725000000000001,11.920000000000002
